order_id,order_date,customer_id,product_id,employee_id,quantity,total_amount
ORD0002865,2023-09-15,CUST0042,P019,E008,17,2465
ORD0002866,2022-11-03,CUST0001,P009,E001,11,440
ORD0002867,2023-04-02,CUST0064,P016,E010,2,150
ORD0002868,2022-06-09,CUST0220,P031,E010,5,275
ORD0002869,2022-11-27,CUST0072,P019,E001,17,2465
ORD0002870,2024-02-15,CUST0015,P003,E004,2,360
ORD0002871,2022-08-13,CUST0325,P016,E004,3,225
ORD0002872,2024-09-09,CUST0301,P025,E002,12,1080
ORD0002873,2023-12-30,CUST0089,P023,E001,2,130
ORD0002874,2024-12-04,CUST0080,P001,E006,12,3840
ORD0002875,2024-12-18,CUST0168,P025,E001,15,1350
ORD0002876,2023-10-06,CUST0091,P025,E008,15,1350
ORD0002877,2023-09-08,CUST0063,P001,E005,10,3200
ORD0002878,2022-07-14,CUST0349,P016,E009,5,375
ORD0002879,2023-05-04,CUST0180,P019,E009,2,290
ORD0002880,2022-06-06,CUST0263,P031,E008,13,715
ORD0002881,2023-09-02,CUST0216,P021,E007,17,3060
ORD0002882,2023-02-16,CUST0311,P031,E001,6,330
ORD0002883,2023-04-16,CUST0047,P007,E005,12,1140
ORD0002884,2023-05-31,CUST0166,P023,E002,2,130
ORD0002885,2023-01-28,CUST0299,P006,E005,17,510
ORD0002886,2023-09-23,CUST0198,P026,E007,8,680
ORD0002887,2023-08-31,CUST0136,P022,E010,10,1300
ORD0002888,2024-09-06,CUST0342,P030,E002,19,2280
ORD0002889,2023-03-10,CUST0178,P011,E007,19,1045
ORD0002890,2023-06-24,CUST0078,P026,E002,9,765
ORD0002891,2022-10-05,CUST0141,P021,E007,10,1800
ORD0002892,2022-08-21,CUST0306,P011,E008,16,880
ORD0002893,2022-12-28,CUST0096,P026,E004,16,1360
ORD0002894,2022-01-26,CUST0334,P024,E007,18,3150
ORD0002895,2024-11-14,CUST0163,P014,E008,5,150
ORD0002896,2023-05-22,CUST0025,P022,E009,12,1560
ORD0002897,2022-09-24,CUST0031,P022,E008,13,1690
ORD0002898,2023-04-06,CUST0247,P011,E006,6,330
ORD0002899,2023-04-01,CUST0049,P028,E001,5,700
ORD0002900,2024-12-27,CUST0171,P010,E009,9,315
ORD0002901,2024-10-03,CUST0301,P025,E007,7,630
ORD0002902,2024-05-12,CUST0116,P020,E007,2,420
ORD0002903,2023-05-06,CUST0212,P024,E001,13,2275
ORD0002904,2024-12-08,CUST0007,P023,E007,13,845
ORD0002905,2023-07-18,CUST0202,P003,E005,16,2880
ORD0002906,2022-08-04,CUST0134,P022,E002,6,780
ORD0002907,2023-07-13,CUST0217,P021,E005,7,1260
ORD0002908,2022-06-08,CUST0306,P007,E003,10,950
ORD0002909,2023-05-04,CUST0301,P028,E003,17,2380
ORD0002910,2023-11-17,CUST0182,P031,E002,4,220
ORD0002911,2024-03-04,CUST0124,P025,E006,10,900
ORD0002912,2022-01-05,CUST0145,P031,E007,5,275
ORD0002913,2022-12-27,CUST0342,P009,E009,19,760
ORD0002914,2023-04-04,CUST0343,P009,E004,6,240
ORD0002915,2022-09-05,CUST0192,P026,E007,15,1275
ORD0002916,2024-08-03,CUST0099,P002,E008,18,1530
ORD0002917,2023-02-26,CUST0120,P002,E005,12,1020
ORD0002918,2022-01-15,CUST0116,P002,E001,12,1020
ORD0002919,2024-01-06,CUST0282,P010,E004,12,420
ORD0002920,2022-10-04,CUST0263,P020,E010,19,3990
ORD0002921,2023-03-29,CUST0162,P016,E006,8,600
ORD0002922,2023-08-21,CUST0005,P011,E008,12,660
ORD0002923,2023-03-22,CUST0205,P026,E007,13,1105
ORD0002924,2022-07-29,CUST0289,P013,E004,5,300
ORD0002925,2023-12-15,CUST0171,P009,E005,8,320
ORD0002926,2022-10-29,CUST0289,P032,E002,10,1100
ORD0002927,2022-01-03,CUST0211,P006,E002,7,210
ORD0002928,2024-09-16,CUST0189,P014,E008,8,240
ORD0002929,2023-06-04,CUST0146,P014,E004,3,90
ORD0002930,2023-05-08,CUST0142,P019,E006,10,1450
ORD0002931,2023-09-12,CUST0159,P028,E008,17,2380
ORD0002932,2022-11-27,CUST0081,P023,E001,16,1040
ORD0002933,2022-11-29,CUST0135,P025,E003,20,1800
ORD0002934,2022-02-19,CUST0341,P026,E006,19,1615
ORD0002935,2024-05-12,CUST0071,P022,E003,6,780
ORD0002936,2022-09-29,CUST0129,P013,E006,9,540
ORD0002937,2023-08-03,CUST0342,P026,E010,12,1020
ORD0002938,2023-07-14,CUST0278,P005,E008,12,780
ORD0002939,2023-11-27,CUST0087,P023,E005,20,1300
ORD0002940,2023-03-22,CUST0092,P015,E004,5,100
ORD0002941,2024-10-13,CUST0191,P006,E003,1,30
ORD0002942,2022-12-23,CUST0232,P019,E003,14,2030
ORD0002943,2022-10-01,CUST0256,P013,E004,1,60
ORD0002944,2024-11-08,CUST0046,P018,E006,17,2040
ORD0002945,2022-11-07,CUST0057,P001,E005,18,5760
ORD0002946,2024-05-19,CUST0222,P004,E001,11,1210
ORD0002947,2024-06-04,CUST0173,P001,E004,5,1600
ORD0002948,2022-06-03,CUST0202,P022,E010,17,2210
ORD0002949,2023-09-12,CUST0332,P024,E004,9,1575
ORD0002950,2024-06-01,CUST0013,P024,E001,16,2800
ORD0002951,2024-03-07,CUST0293,P002,E001,10,850
ORD0002952,2022-05-05,CUST0094,P024,E004,16,2800
ORD0002953,2023-09-11,CUST0142,P028,E004,5,700
ORD0002954,2022-09-02,CUST0293,P025,E004,13,1170
ORD0002955,2024-04-27,CUST0251,P001,E004,2,640
ORD0002956,2023-03-26,CUST0103,P003,E002,12,2160
ORD0002957,2024-07-18,CUST0347,P026,E007,6,510
ORD0002958,2023-06-04,CUST0270,P007,E004,4,380
ORD0002959,2022-12-28,CUST0194,P032,E010,10,1100
ORD0002960,2022-01-08,CUST0161,P019,E003,15,2175
ORD0002961,2023-04-23,CUST0256,P018,E010,7,840
ORD0002962,2023-05-10,CUST0181,P002,E004,7,595
ORD0002963,2024-04-12,CUST0089,P002,E003,19,1615
ORD0002964,2024-11-28,CUST0055,P021,E009,18,3240
ORD0002965,2023-08-16,CUST0173,P017,E005,3,180
ORD0002966,2022-07-06,CUST0293,P007,E010,14,1330
ORD0002967,2024-01-24,CUST0155,P028,E006,16,2240
ORD0002968,2022-04-03,CUST0218,P032,E010,18,1980
ORD0002969,2022-03-27,CUST0180,P010,E002,5,175
ORD0002970,2024-12-03,CUST0342,P030,E004,4,480
ORD0002971,2022-05-17,CUST0127,P020,E007,14,2940
ORD0002972,2023-02-25,CUST0175,P029,E009,9,720
ORD0002973,2022-03-15,CUST0058,P025,E010,19,1710
ORD0002974,2022-06-20,CUST0135,P018,E008,19,2280
ORD0002975,2022-06-19,CUST0141,P032,E008,13,1430
ORD0002976,2024-05-21,CUST0048,P001,E003,8,2560
ORD0002977,2022-11-18,CUST0156,P007,E008,15,1425
ORD0002978,2023-04-01,CUST0184,P030,E009,14,1680
ORD0002979,2024-08-01,CUST0216,P032,E006,6,660
ORD0002980,2024-02-29,CUST0163,P005,E010,9,585
ORD0002981,2023-09-05,CUST0125,P009,E009,14,560
ORD0002982,2024-06-07,CUST0311,P030,E006,7,840
ORD0002983,2022-12-15,CUST0137,P005,E008,19,1235
ORD0002984,2022-01-10,CUST0116,P016,E008,9,675
ORD0002985,2024-01-10,CUST0130,P015,E009,18,360
ORD0002986,2023-10-29,CUST0278,P005,E007,20,1300
ORD0002987,2023-06-30,CUST0213,P019,E007,11,1595
ORD0002988,2022-05-09,CUST0280,P032,E004,3,330
ORD0002989,2023-08-24,CUST0206,P023,E004,8,520
ORD0002990,2023-08-28,CUST0310,P007,E004,19,1805
ORD0002991,2022-11-23,CUST0225,P012,E007,6,150
ORD0002992,2024-09-06,CUST0186,P026,E004,1,85
ORD0002993,2023-02-08,CUST0186,P012,E009,17,425
ORD0002994,2023-09-21,CUST0333,P027,E002,3,285
ORD0002995,2023-12-19,CUST0063,P021,E008,12,2160
ORD0002996,2024-11-06,CUST0191,P001,E002,14,4480
ORD0002997,2022-10-01,CUST0300,P003,E009,13,2340
ORD0002998,2023-11-16,CUST0075,P007,E010,8,760
ORD0002999,2022-04-26,CUST0194,P006,E009,13,390
ORD0003000,2024-05-10,CUST0229,P003,E006,16,2880
ORD0003001,2023-11-24,CUST0348,P019,E005,18,2610
ORD0003002,2022-11-20,CUST0118,P019,E004,6,870
ORD0003003,2024-08-18,CUST0195,P005,E009,8,520
ORD0003004,2022-04-24,CUST0152,P004,E007,17,1870
ORD0003005,2024-12-17,CUST0328,P005,E008,13,845
ORD0003006,2022-06-03,CUST0198,P006,E003,15,450
ORD0003007,2022-11-11,CUST0099,P008,E004,6,930
ORD0003008,2024-11-30,CUST0120,P018,E010,8,960
ORD0003009,2022-04-15,CUST0254,P026,E001,5,425
ORD0003010,2022-12-20,CUST0205,P009,E002,1,40
ORD0003011,2024-10-12,CUST0254,P031,E001,15,825
ORD0003012,2024-01-03,CUST0159,P024,E002,11,1925
ORD0003013,2023-12-10,CUST0286,P021,E008,3,540
ORD0003014,2023-10-13,CUST0040,P027,E003,5,475
ORD0003015,2024-04-03,CUST0238,P023,E006,13,845
ORD0003016,2024-08-04,CUST0117,P032,E008,11,1210
ORD0003017,2023-10-23,CUST0014,P023,E004,1,65
ORD0003018,2022-04-09,CUST0044,P007,E010,10,950
ORD0003019,2023-08-11,CUST0220,P030,E007,2,240
ORD0003020,2022-10-09,CUST0162,P002,E001,13,1105
ORD0003021,2023-02-07,CUST0167,P007,E004,12,1140
ORD0003022,2023-12-01,CUST0132,P001,E003,7,2240
ORD0003023,2022-07-18,CUST0216,P014,E009,12,360
ORD0003024,2022-11-23,CUST0298,P022,E001,4,520
ORD0003025,2022-06-03,CUST0139,P004,E009,17,1870
ORD0003026,2023-07-06,CUST0343,P003,E001,15,2700
ORD0003027,2023-02-09,CUST0106,P029,E004,12,960
ORD0003028,2023-04-07,CUST0288,P018,E005,20,2400
ORD0003029,2022-05-12,CUST0123,P007,E008,13,1235
ORD0003030,2024-03-01,CUST0306,P026,E004,13,1105
ORD0003031,2024-05-23,CUST0053,P009,E007,10,400
ORD0003032,2022-03-25,CUST0132,P026,E007,4,340
ORD0003033,2024-01-24,CUST0147,P025,E007,5,450
ORD0003034,2023-09-20,CUST0327,P018,E006,18,2160
ORD0003035,2022-08-09,CUST0033,P020,E007,16,3360
ORD0003036,2023-07-07,CUST0078,P007,E006,14,1330
ORD0003037,2022-04-22,CUST0333,P022,E002,9,1170
ORD0003038,2023-09-07,CUST0123,P022,E010,14,1820
ORD0003039,2024-07-12,CUST0083,P003,E008,3,540
ORD0003040,2023-04-20,CUST0055,P005,E006,6,390
ORD0003041,2024-04-15,CUST0009,P011,E003,8,440
ORD0003042,2022-09-28,CUST0190,P003,E002,20,3600
ORD0003043,2023-02-25,CUST0318,P031,E004,14,770
ORD0003044,2023-12-08,CUST0048,P030,E008,14,1680
ORD0003045,2022-02-09,CUST0249,P010,E002,6,210
ORD0003046,2022-07-08,CUST0346,P005,E006,20,1300
ORD0003047,2024-09-20,CUST0068,P013,E008,7,420
ORD0003048,2023-06-20,CUST0304,P028,E007,9,1260
ORD0003049,2024-10-24,CUST0348,P009,E007,19,760
ORD0003050,2022-10-17,CUST0311,P021,E010,12,2160
ORD0003051,2023-03-09,CUST0172,P030,E001,3,360
ORD0003052,2023-04-16,CUST0327,P019,E010,19,2755
ORD0003053,2023-09-20,CUST0313,P006,E002,16,480
ORD0003054,2022-10-06,CUST0264,P020,E008,1,210
ORD0003055,2024-05-26,CUST0184,P023,E007,5,325
ORD0003056,2023-08-04,CUST0010,P010,E007,11,385
ORD0003057,2024-05-12,CUST0193,P027,E004,18,1710
ORD0003058,2022-09-11,CUST0256,P012,E009,10,250
ORD0003059,2022-06-30,CUST0045,P027,E006,4,380
ORD0003060,2023-11-12,CUST0167,P026,E007,16,1360
ORD0003061,2024-04-04,CUST0302,P029,E001,13,1040
ORD0003062,2023-12-01,CUST0231,P024,E010,19,3325
ORD0003063,2023-07-20,CUST0273,P030,E009,8,960
ORD0003064,2023-11-11,CUST0082,P003,E005,6,1080
ORD0003065,2023-01-26,CUST0226,P005,E010,11,715
ORD0003066,2022-07-31,CUST0128,P007,E009,12,1140
ORD0003067,2023-01-19,CUST0323,P022,E009,19,2470
ORD0003068,2022-12-08,CUST0332,P030,E009,3,360
ORD0003069,2024-04-23,CUST0190,P026,E010,15,1275
ORD0003070,2024-11-27,CUST0068,P028,E004,19,2660
ORD0003071,2023-02-24,CUST0164,P029,E007,8,640
ORD0003072,2024-01-21,CUST0009,P002,E002,4,340
ORD0003073,2022-11-02,CUST0163,P027,E008,8,760
ORD0003074,2023-12-03,CUST0217,P008,E008,5,775
ORD0003075,2024-05-18,CUST0052,P018,E004,17,2040
ORD0003076,2023-06-21,CUST0118,P011,E010,12,660
ORD0003077,2022-07-25,CUST0346,P021,E010,9,1620
ORD0003078,2023-05-11,CUST0101,P013,E004,8,480
ORD0003079,2024-12-06,CUST0112,P019,E005,1,145
ORD0003080,2023-05-19,CUST0347,P025,E008,11,990
ORD0003081,2024-11-11,CUST0314,P019,E006,4,580
ORD0003082,2022-08-01,CUST0152,P029,E006,10,800
ORD0003083,2022-11-06,CUST0059,P012,E003,16,400
ORD0003084,2023-10-23,CUST0037,P019,E005,15,2175
ORD0003085,2024-01-23,CUST0104,P029,E009,6,480
ORD0003086,2022-09-29,CUST0236,P010,E010,6,210
ORD0003087,2024-07-26,CUST0038,P032,E003,18,1980
ORD0003088,2022-02-01,CUST0015,P007,E001,10,950
ORD0003089,2023-03-19,CUST0144,P017,E008,14,840
ORD0003090,2022-06-11,CUST0311,P004,E008,3,330
ORD0003091,2024-02-06,CUST0250,P016,E009,8,600
ORD0003092,2022-09-11,CUST0282,P024,E008,8,1400
ORD0003093,2023-06-05,CUST0239,P027,E007,16,1520
ORD0003094,2024-09-03,CUST0295,P031,E009,19,1045
ORD0003095,2022-01-10,CUST0047,P024,E005,13,2275
ORD0003096,2023-12-27,CUST0092,P011,E004,15,825
ORD0003097,2023-05-20,CUST0177,P002,E005,7,595
ORD0003098,2024-02-24,CUST0165,P014,E002,9,270
ORD0003099,2023-03-12,CUST0038,P024,E005,5,875
ORD0003100,2022-06-02,CUST0100,P016,E001,7,525
ORD0003101,2024-07-05,CUST0062,P018,E001,11,1320
ORD0003102,2024-05-18,CUST0061,P005,E007,11,715
ORD0003103,2024-01-23,CUST0202,P014,E005,14,420
ORD0003104,2023-07-17,CUST0118,P003,E010,14,2520
ORD0003105,2023-05-04,CUST0008,P018,E007,7,840
ORD0003106,2024-06-13,CUST0294,P010,E010,3,105
ORD0003107,2022-04-14,CUST0106,P013,E001,20,1200
ORD0003108,2024-10-21,CUST0292,P032,E004,18,1980
ORD0003109,2024-10-03,CUST0056,P013,E003,13,780
ORD0003110,2023-02-11,CUST0045,P030,E006,11,1320
ORD0003111,2022-06-16,CUST0306,P028,E001,9,1260
ORD0003112,2023-05-24,CUST0020,P030,E001,8,960
ORD0003113,2022-11-09,CUST0183,P032,E003,17,1870
ORD0003114,2024-02-02,CUST0102,P002,E008,16,1360
ORD0003115,2023-11-12,CUST0348,P001,E002,10,3200
ORD0003116,2023-04-22,CUST0288,P002,E009,3,255
ORD0003117,2022-03-14,CUST0204,P019,E004,1,145
ORD0003118,2023-08-05,CUST0201,P004,E003,11,1210
ORD0003119,2022-09-19,CUST0043,P030,E005,4,480
ORD0003120,2022-09-02,CUST0335,P021,E003,9,1620
ORD0003121,2023-07-15,CUST0002,P029,E008,3,240
ORD0003122,2022-06-24,CUST0212,P016,E001,17,1275
ORD0003123,2022-04-19,CUST0170,P004,E004,7,770
ORD0003124,2022-07-02,CUST0143,P017,E007,12,720
ORD0003125,2022-07-11,CUST0093,P005,E006,6,390
ORD0003126,2022-03-06,CUST0122,P005,E008,4,260
ORD0003127,2024-08-20,CUST0213,P025,E007,15,1350
ORD0003128,2024-05-13,CUST0256,P031,E002,8,440
ORD0003129,2023-01-04,CUST0250,P016,E010,12,900
ORD0003130,2024-04-30,CUST0105,P004,E004,8,880
ORD0003131,2022-02-12,CUST0314,P025,E005,16,1440
ORD0003132,2023-05-03,CUST0230,P030,E006,15,1800
ORD0003133,2022-03-19,CUST0250,P003,E001,4,720
ORD0003134,2024-04-05,CUST0108,P026,E003,13,1105
ORD0003135,2023-11-05,CUST0062,P008,E008,18,2790
ORD0003136,2023-12-02,CUST0057,P026,E009,11,935
ORD0003137,2024-01-29,CUST0251,P012,E001,3,75
ORD0003138,2023-12-29,CUST0132,P009,E002,13,520
ORD0003139,2024-07-13,CUST0078,P026,E003,8,680
ORD0003140,2024-06-20,CUST0288,P001,E010,11,3520
ORD0003141,2024-06-07,CUST0334,P012,E002,17,425
ORD0003142,2024-09-19,CUST0162,P029,E004,17,1360
ORD0003143,2022-12-05,CUST0296,P030,E003,10,1200
ORD0003144,2022-07-12,CUST0035,P006,E001,4,120
ORD0003145,2022-10-10,CUST0015,P025,E007,18,1620
ORD0003146,2023-01-25,CUST0307,P031,E008,8,440
ORD0003147,2024-09-26,CUST0020,P001,E002,7,2240
ORD0003148,2023-06-09,CUST0293,P002,E003,5,425
ORD0003149,2023-10-21,CUST0038,P005,E007,17,1105
ORD0003150,2023-12-17,CUST0149,P015,E007,14,280
ORD0003151,2024-06-09,CUST0216,P008,E006,4,620
ORD0003152,2023-03-28,CUST0010,P011,E005,11,605
ORD0003153,2023-03-04,CUST0100,P005,E002,2,130
ORD0003154,2024-11-11,CUST0214,P016,E006,18,1350
ORD0003155,2024-06-01,CUST0101,P032,E005,4,440
ORD0003156,2022-11-09,CUST0280,P022,E010,14,1820
ORD0003157,2024-04-19,CUST0004,P018,E006,3,360
ORD0003158,2023-06-03,CUST0118,P023,E006,7,455
ORD0003159,2023-01-10,CUST0151,P007,E007,8,760
ORD0003160,2023-03-27,CUST0042,P010,E008,19,665
ORD0003161,2024-10-11,CUST0348,P027,E009,13,1235
ORD0003162,2023-08-18,CUST0117,P007,E008,15,1425
ORD0003163,2023-05-15,CUST0019,P029,E004,11,880
ORD0003164,2023-04-09,CUST0024,P006,E007,13,390
ORD0003165,2022-04-23,CUST0236,P026,E005,1,85
ORD0003166,2024-11-01,CUST0258,P029,E002,14,1120
ORD0003167,2022-11-27,CUST0007,P019,E009,4,580
ORD0003168,2022-05-20,CUST0124,P016,E010,15,1125
ORD0003169,2024-06-20,CUST0001,P001,E003,14,4480
ORD0003170,2023-06-01,CUST0179,P032,E007,14,1540
ORD0003171,2023-07-23,CUST0188,P011,E002,8,440
ORD0003172,2024-04-25,CUST0159,P004,E009,3,330
ORD0003173,2024-12-28,CUST0030,P014,E003,8,240
ORD0003174,2022-04-28,CUST0077,P005,E002,16,1040
ORD0003175,2024-06-06,CUST0018,P030,E003,8,960
ORD0003176,2024-12-18,CUST0186,P004,E003,7,770
ORD0003177,2024-11-22,CUST0273,P031,E008,20,1100
ORD0003178,2022-02-19,CUST0302,P018,E006,14,1680
ORD0003179,2022-01-19,CUST0112,P012,E009,5,125
ORD0003180,2023-12-27,CUST0019,P020,E008,19,3990
ORD0003181,2022-07-16,CUST0012,P004,E004,14,1540
ORD0003182,2023-07-13,CUST0218,P013,E003,14,840
ORD0003183,2023-03-28,CUST0338,P032,E008,6,660
ORD0003184,2022-10-16,CUST0306,P024,E001,5,875
ORD0003185,2023-01-26,CUST0006,P018,E007,12,1440
ORD0003186,2022-08-03,CUST0311,P030,E001,16,1920
ORD0003187,2022-08-03,CUST0124,P021,E005,4,720
ORD0003188,2022-05-08,CUST0015,P012,E005,2,50
ORD0003189,2024-01-30,CUST0285,P006,E006,18,540
ORD0003190,2023-02-08,CUST0338,P022,E009,10,1300
ORD0003191,2024-11-18,CUST0199,P012,E003,9,225
ORD0003192,2022-12-04,CUST0290,P028,E001,13,1820
ORD0003193,2024-04-10,CUST0093,P003,E007,19,3420
ORD0003194,2023-12-15,CUST0037,P021,E002,2,360
ORD0003195,2022-12-27,CUST0192,P004,E010,13,1430
ORD0003196,2023-07-23,CUST0095,P002,E002,19,1615
ORD0003197,2022-08-06,CUST0071,P001,E006,2,640
ORD0003198,2022-07-21,CUST0006,P015,E004,8,160
ORD0003199,2022-01-17,CUST0247,P003,E002,18,3240
ORD0003200,2022-11-18,CUST0055,P014,E002,2,60
ORD0003201,2023-06-02,CUST0295,P025,E003,16,1440
ORD0003202,2023-11-12,CUST0281,P014,E007,18,540
ORD0003203,2023-03-01,CUST0098,P028,E002,17,2380
ORD0003204,2024-10-15,CUST0083,P021,E005,2,360
ORD0003205,2023-01-22,CUST0260,P013,E007,8,480
ORD0003206,2024-02-17,CUST0216,P026,E009,10,850
ORD0003207,2022-04-08,CUST0289,P003,E009,2,360
ORD0003208,2022-07-27,CUST0235,P005,E003,16,1040
ORD0003209,2023-08-09,CUST0322,P005,E010,5,325
ORD0003210,2022-06-15,CUST0178,P015,E004,12,240
ORD0003211,2022-01-22,CUST0267,P006,E007,3,90
ORD0003212,2022-06-03,CUST0034,P027,E002,14,1330
ORD0003213,2022-08-07,CUST0247,P001,E001,20,6400
ORD0003214,2023-10-31,CUST0220,P020,E001,2,420
ORD0003215,2022-08-18,CUST0150,P029,E005,5,400
ORD0003216,2022-01-20,CUST0298,P016,E007,15,1125
ORD0003217,2023-07-07,CUST0230,P019,E007,9,1305
ORD0003218,2024-08-07,CUST0244,P005,E006,15,975
ORD0003219,2022-05-28,CUST0206,P011,E005,11,605
ORD0003220,2023-02-07,CUST0166,P014,E005,16,480
ORD0003221,2023-08-19,CUST0265,P013,E002,2,120
ORD0003222,2023-01-02,CUST0255,P029,E006,16,1280
ORD0003223,2024-03-12,CUST0344,P013,E007,20,1200
ORD0003224,2024-07-06,CUST0029,P007,E007,17,1615
ORD0003225,2022-03-14,CUST0316,P018,E008,9,1080
ORD0003226,2023-04-26,CUST0347,P008,E008,10,1550
ORD0003227,2023-07-14,CUST0316,P018,E001,8,960
ORD0003228,2024-01-15,CUST0126,P026,E009,11,935
ORD0003229,2022-04-10,CUST0332,P026,E008,16,1360
ORD0003230,2024-12-18,CUST0136,P025,E005,6,540
ORD0003231,2023-05-23,CUST0106,P009,E002,3,120
ORD0003232,2022-09-15,CUST0105,P021,E009,7,1260
ORD0003233,2023-02-17,CUST0149,P014,E001,16,480
ORD0003234,2024-12-24,CUST0184,P012,E007,16,400
ORD0003235,2023-08-18,CUST0176,P025,E004,8,720
ORD0003236,2022-09-23,CUST0303,P027,E003,1,95
ORD0003237,2024-03-31,CUST0265,P008,E005,6,930
ORD0003238,2023-10-24,CUST0078,P003,E007,9,1620
ORD0003239,2024-08-04,CUST0311,P016,E007,13,975
ORD0003240,2023-07-14,CUST0287,P026,E009,20,1700
ORD0003241,2024-07-05,CUST0336,P026,E009,19,1615
ORD0003242,2024-06-09,CUST0091,P006,E002,8,240
ORD0003243,2024-05-17,CUST0322,P029,E006,13,1040
ORD0003244,2023-09-02,CUST0031,P004,E001,11,1210
ORD0003245,2023-02-18,CUST0178,P003,E008,16,2880
ORD0003246,2022-01-25,CUST0316,P018,E001,20,2400
ORD0003247,2022-10-11,CUST0318,P012,E004,17,425
ORD0003248,2024-05-30,CUST0167,P002,E005,11,935
ORD0003249,2022-10-28,CUST0068,P013,E004,19,1140
ORD0003250,2024-12-27,CUST0030,P010,E001,20,700
ORD0003251,2024-10-27,CUST0067,P032,E005,9,990
ORD0003252,2024-03-27,CUST0068,P024,E006,8,1400
ORD0003253,2022-03-24,CUST0186,P019,E009,9,1305
ORD0003254,2022-02-15,CUST0077,P017,E005,1,60
ORD0003255,2023-09-10,CUST0181,P026,E010,11,935
ORD0003256,2024-07-16,CUST0014,P028,E001,19,2660
ORD0003257,2022-09-19,CUST0138,P028,E004,2,280
ORD0003258,2022-06-25,CUST0278,P006,E005,3,90
ORD0003259,2023-10-19,CUST0191,P011,E008,7,385
ORD0003260,2024-04-21,CUST0061,P013,E008,4,240
ORD0003261,2023-01-05,CUST0174,P024,E004,2,350
ORD0003262,2022-02-23,CUST0293,P006,E009,18,540
ORD0003263,2023-11-21,CUST0277,P028,E004,12,1680
ORD0003264,2023-01-02,CUST0288,P017,E009,18,1080
ORD0003265,2023-10-06,CUST0207,P021,E001,19,3420
ORD0003266,2023-01-14,CUST0254,P004,E005,13,1430
ORD0003267,2022-03-14,CUST0280,P028,E010,19,2660
ORD0003268,2024-07-03,CUST0330,P030,E003,9,1080
ORD0003269,2024-05-09,CUST0314,P024,E005,2,350
ORD0003270,2022-02-12,CUST0135,P014,E010,7,210
ORD0003271,2023-01-12,CUST0046,P018,E005,3,360
ORD0003272,2024-11-30,CUST0126,P012,E005,18,450
ORD0003273,2022-06-19,CUST0213,P012,E001,14,350
ORD0003274,2022-07-31,CUST0074,P001,E010,17,5440
ORD0003275,2022-02-08,CUST0087,P022,E004,14,1820
ORD0003276,2023-01-04,CUST0005,P025,E001,6,540
ORD0003277,2024-01-27,CUST0241,P008,E005,5,775
ORD0003278,2022-05-31,CUST0187,P022,E005,4,520
ORD0003279,2024-12-06,CUST0250,P018,E009,5,600
ORD0003280,2024-10-20,CUST0198,P027,E005,20,1900
ORD0003281,2024-01-07,CUST0022,P009,E009,20,800
ORD0003282,2022-03-10,CUST0028,P028,E004,1,140
ORD0003283,2022-10-26,CUST0019,P021,E008,8,1440
ORD0003284,2024-08-01,CUST0113,P032,E006,3,330
ORD0003285,2024-03-12,CUST0014,P010,E009,5,175
ORD0003286,2022-10-23,CUST0176,P016,E010,19,1425
ORD0003287,2022-07-22,CUST0207,P008,E007,7,1085
ORD0003288,2022-03-02,CUST0150,P011,E009,20,1100
ORD0003289,2024-08-03,CUST0302,P017,E001,10,600
ORD0003290,2024-08-20,CUST0341,P028,E010,14,1960
ORD0003291,2022-11-27,CUST0211,P020,E005,11,2310
ORD0003292,2022-12-04,CUST0141,P022,E003,2,260
ORD0003293,2023-10-01,CUST0278,P023,E008,20,1300
ORD0003294,2022-10-02,CUST0138,P021,E009,7,1260
ORD0003295,2022-11-15,CUST0044,P004,E007,7,770
ORD0003296,2023-08-12,CUST0280,P023,E005,3,195
ORD0003297,2023-05-19,CUST0072,P011,E008,15,825
ORD0003298,2023-01-22,CUST0113,P014,E004,18,540
ORD0003299,2024-05-19,CUST0183,P025,E009,11,990
ORD0003300,2024-04-12,CUST0231,P012,E002,10,250
ORD0003301,2024-10-11,CUST0050,P022,E002,3,390
ORD0003302,2023-08-26,CUST0234,P010,E010,10,350
ORD0003303,2023-11-22,CUST0058,P025,E007,18,1620
ORD0003304,2023-05-09,CUST0097,P010,E006,18,630
ORD0003305,2023-05-05,CUST0176,P013,E008,9,540
ORD0003306,2023-12-22,CUST0229,P011,E007,6,330
ORD0003307,2023-05-24,CUST0349,P006,E010,14,420
ORD0003308,2023-01-25,CUST0072,P020,E007,4,840
ORD0003309,2022-10-22,CUST0086,P017,E009,13,780
ORD0003310,2024-03-06,CUST0173,P023,E006,2,130
ORD0003311,2024-05-14,CUST0026,P029,E001,12,960
ORD0003312,2023-07-03,CUST0081,P001,E008,19,6080
ORD0003313,2023-10-11,CUST0082,P015,E007,5,100
ORD0003314,2023-07-22,CUST0059,P012,E001,1,25
ORD0003315,2024-05-02,CUST0131,P012,E002,9,225
ORD0003316,2024-02-09,CUST0274,P001,E004,2,640
ORD0003317,2023-03-21,CUST0340,P004,E003,15,1650
ORD0003318,2022-12-29,CUST0246,P003,E008,1,180
ORD0003319,2022-05-03,CUST0042,P024,E001,9,1575
ORD0003320,2024-01-12,CUST0318,P006,E010,2,60
ORD0003321,2023-11-11,CUST0235,P014,E001,17,510
ORD0003322,2023-02-24,CUST0030,P002,E002,9,765
ORD0003323,2022-04-02,CUST0061,P001,E003,14,4480
